store_id,month,monthly_revenue_usd,monthly_customer_visits,avg_ticket_usd,renovated_store,renovation_month,post_renovation_period
S065,2026-06,19340,2430,7.14,True,2026-03,True
S066,2025-01,21160,3038,7.41,False,,False
S066,2025-02,21561,3051,7.37,False,,False
S066,2025-03,21537,3089,7.4,False,,False
S066,2025-04,21341,3088,7.33,False,,False
S066,2025-05,21165,3042,7.38,False,,False
S066,2025-06,20617,2982,7.35,False,,False
S066,2025-07,21027,2974,7.42,False,,False
S066,2025-08,20243,2942,7.37,False,,False
S066,2025-09,20333,2915,7.39,False,,False
S066,2025-10,20412,2971,7.34,False,,False
S066,2025-11,20593,2954,7.39,False,,False
S066,2025-12,21166,2961,7.34,False,,False
S066,2026-01,21307,3053,7.36,False,,False
S066,2026-02,21486,3019,7.36,False,,False
S066,2026-03,21560,3084,7.37,False,,False
S066,2026-04,21600,3068,7.37,False,,False
S066,2026-05,21367,3057,7.32,False,,False
S066,2026-06,20758,2967,7.36,False,,False
S067,2025-01,30287,3209,9.46,False,,False
S067,2025-02,30512,3213,9.5,False,,False
S067,2025-03,30182,3212,9.54,False,,False
S067,2025-04,29686,3179,9.47,False,,False
S067,2025-05,29327,3145,9.46,False,,False
S067,2025-06,29362,3122,9.54,False,,False
S067,2025-07,29142,3077,9.46,False,,False
S067,2025-08,28912,3058,9.49,False,,False
S067,2025-09,28662,3085,9.48,False,,False
S067,2025-10,29073,3047,9.46,False,,False
S067,2025-11,29539,3127,9.58,False,,False
S067,2025-12,29812,3223,9.44,False,,False
S067,2026-01,30474,3184,9.39,False,,False
S067,2026-02,30505,3169,9.53,False,,False
S067,2026-03,29970,3197,9.48,False,,False
S067,2026-04,30052,3167,9.52,False,,False
S067,2026-05,29585,3105,9.51,False,,False
S067,2026-06,29400,3103,9.47,False,,False
S068,2025-01,29173,3069,9.13,False,,False
S068,2025-02,28758,3043,9.23,False,,False
S068,2025-03,29258,3004,9.21,False,,False
S068,2025-04,28566,2965,9.18,False,,False
S068,2025-05,28268,2943,9.2,False,,False
S068,2025-06,27964,2949,9.22,False,,False
S068,2025-07,28522,2922,9.15,False,,False
S068,2025-08,28171,2918,9.19,False,,False
S068,2025-09,28034,2952,9.26,False,,False
S068,2025-10,28699,2990,9.28,False,,False
S068,2025-11,29408,3018,9.24,False,,False
S068,2025-12,29199,3083,9.24,False,,False
S068,2026-01,29337,3077,9.24,False,,False
S068,2026-02,29454,3047,9.25,False,,False
S068,2026-03,29653,3042,9.25,False,,False
S068,2026-04,29449,2998,9.26,False,,False
S068,2026-05,28512,2968,9.26,False,,False
S068,2026-06,28202,2907,9.22,False,,False
S069,2025-01,35563,3858,9.33,False,,False
S069,2025-02,35902,3928,9.24,False,,False
S069,2025-03,36230,3996,9.39,False,,False
S069,2025-04,36280,3988,9.3,False,,False
S069,2025-05,35742,4009,9.37,False,,False
S069,2025-06,35949,3960,9.4,False,,False
S069,2025-07,35847,3902,9.32,False,,False
S069,2025-08,35688,3832,9.31,False,,False
S069,2025-09,34702,3824,9.36,False,,False
S069,2025-10,35024,3860,9.32,False,,False
S069,2025-11,35315,3851,9.31,False,,False
S069,2025-12,35247,3865,9.41,False,,False
S069,2026-01,35910,3927,9.41,False,,False
S069,2026-02,36711,3987,9.38,False,,False
S069,2026-03,37578,4043,9.4,False,,False
S069,2026-04,37447,4070,9.4,False,,False
S069,2026-05,36809,4020,9.4,False,,False
S069,2026-06,36789,4020,9.35,False,,False
S070,2025-01,16655,2308,7.04,False,,False
S070,2025-02,16653,2301,7.0,False,,False
S070,2025-03,16801,2329,7.03,False,,False
S070,2025-04,16735,2345,7.04,False,,False
S070,2025-05,16637,2293,7.03,False,,False
S070,2025-06,16346,2275,7.01,False,,False
S070,2025-07,16071,2247,7.0,False,,False
S070,2025-08,16544,2224,7.04,False,,False
S070,2025-09,16344,2236,6.98,False,,False
S070,2025-10,16389,2266,7.04,False,,False
S070,2025-11,16486,2265,7.08,False,,False
S070,2025-12,16789,2285,7.03,False,,False
S070,2026-01,17103,2353,7.03,False,,False
S070,2026-02,17273,2367,7.04,False,,False
S070,2026-03,17758,2379,7.03,False,,False
S070,2026-04,17288,2373,7.05,False,,False
S070,2026-05,17031,2345,7.08,False,,False
S070,2026-06,16939,2350,7.13,False,,False
S071,2025-01,22746,2803,8.27,False,,False
S071,2025-02,22975,2831,8.33,False,,False
S071,2025-03,22893,2797,8.29,False,,False
S071,2025-04,22361,2789,8.25,False,,False
S071,2025-05,22618,2784,8.31,False,,False
S071,2025-06,22557,2749,8.34,False,,False
S071,2025-07,22322,2705,8.31,False,,False
S071,2025-08,22389,2703,8.36,False,,False
S071,2025-09,22028,2700,8.36,False,,False
S071,2025-10,22435,2746,8.39,False,,False
S071,2025-11,22963,2796,8.32,False,,False
S071,2025-12,23603,2843,8.29,False,,False
S071,2026-01,24031,2901,8.3,False,,False
S071,2026-02,23722,2896,8.3,False,,False
S071,2026-03,23554,2905,8.33,False,,False
S071,2026-04,23580,2883,8.32,False,,False
S071,2026-05,23040,2845,8.34,False,,False
S071,2026-06,23261,2815,8.4,False,,False
S072,2025-01,25271,2768,9.43,False,,False
S072,2025-02,25389,2773,9.52,False,,False
S072,2025-03,25198,2753,9.42,False,,False
S072,2025-04,25232,2746,9.53,False,,False
S072,2025-05,25017,2711,9.53,False,,False
S072,2025-06,24973,2700,9.51,False,,False
S072,2025-07,24697,2694,9.52,False,,False
S072,2025-08,25077,2699,9.54,False,,False
S072,2025-09,25217,2724,9.54,False,,False
S072,2025-10,25944,2769,9.53,False,,False
S072,2025-11,26617,2816,9.49,False,,False
S072,2025-12,26735,2837,9.58,False,,False
S072,2026-01,26784,2889,9.57,False,,False
S072,2026-02,26883,2840,9.65,False,,False
S072,2026-03,26873,2845,9.58,False,,False
S072,2026-04,26734,2817,9.53,False,,False
S072,2026-05,26400,2801,9.62,False,,False
S072,2026-06,26272,2769,9.54,False,,False
S073,2025-01,32814,3253,9.95,False,,False
S073,2025-02,33539,3293,10.03,False,,False
S073,2025-03,33509,3302,10.0,False,,False
S073,2025-04,34005,3353,9.99,False,,False
S073,2025-05,33333,3301,10.02,False,,False
S073,2025-06,33161,3236,9.99,False,,False
S073,2025-07,32905,3241,9.99,False,,False
S073,2025-08,32229,3202,9.9,False,,False
S073,2025-09,32292,3112,9.94,False,,False
S073,2025-10,31465,3143,9.99,False,,False
S073,2025-11,32078,3112,9.94,False,,False
S073,2025-12,32501,3212,9.96,False,,False
S073,2026-01,32363,3229,9.97,False,,False
S073,2026-02,32735,3244,9.85,False,,False
S073,2026-03,33324,3259,9.91,False,,False
S073,2026-04,32638,3269,9.89,False,,False
S073,2026-05,32890,3235,9.87,False,,False
S073,2026-06,32258,3241,9.9,False,,False
S074,2025-01,36744,3527,10.16,False,,False
S074,2025-02,37050,3588,10.26,False,,False
S074,2025-03,37093,3608,10.19,False,,False
S074,2025-04,36635,3584,10.26,False,,False
S074,2025-05,36458,3576,10.22,False,,False
S074,2025-06,36128,3497,10.21,False,,False
S074,2025-07,35370,3453,10.23,False,,False
S074,2025-08,35385,3424,10.23,False,,False
S074,2025-09,35397,3401,10.23,False,,False
S074,2025-10,35062,3441,10.2,False,,False
S074,2025-11,35617,3446,10.22,False,,False
S074,2025-12,36167,3494,10.21,False,,False
S074,2026-01,36627,3514,10.16,False,,False
S074,2026-02,36639,3562,10.23,False,,False
S074,2026-03,36816,3577,10.17,False,,False
S074,2026-04,36452,3583,10.17,False,,False
S074,2026-05,36342,3495,10.2,False,,False
S074,2026-06,35860,3515,10.14,False,,False
S075,2025-01,11687,2823,4.31,False,,False
S075,2025-02,11743,2832,4.34,False,,False
S075,2025-03,11838,2829,4.32,False,,False
S075,2025-04,11377,2795,4.3,False,,False
S075,2025-05,11394,2761,4.31,False,,False
S075,2025-06,11240,2726,4.29,False,,False
S075,2025-07,11002,2685,4.31,False,,False
S075,2025-08,11171,2703,4.32,False,,False
S075,2025-09,11093,2706,4.32,False,,False
S075,2025-10,11255,2715,4.34,False,,False
S075,2025-11,11396,2736,4.32,False,,False
S075,2025-12,11539,2795,4.33,False,,False
S075,2026-01,11578,2827,4.31,False,,False
S075,2026-02,11517,2815,4.28,False,,False
S075,2026-03,11558,2814,4.3,False,,False
S075,2026-04,11489,2773,4.33,False,,False
S075,2026-05,11417,2780,4.34,False,,False
S075,2026-06,11332,2733,4.3,False,,False
